Date,User,Tweet
2016-12-29 07:30:39+00:00,Ajayvirjakhar,Farmers with Coop banks not allowed to deposit money in own a/c's. Now if holding #demonetization bills will be fined Not fair seek solution
2016-12-29 07:04:03+00:00,josepaul4u,Spent so much time today with paper and pen #thankyoumodi #demonetization #hdfc forced me to write serial numbers of all 41notes i deposited
2016-12-29 06:58:25+00:00,NishadPaiVaidya,"""Mitron! Today's bill is on me!"" #WishfulThinking #Demonetization #NewYearsEve #PMAddressesTheNation"
2016-12-29 06:57:50+00:00,NishadPaiVaidya,"""Mitron! Today's bill is on me!"" #WishfulThinking #Demonetization"
2016-12-29 05:29:38+00:00,Neetish,50 days and no news of #Demonetization triggered law and order problems despite of the best efforts of @ArvindKejriwal.
2016-12-29 05:27:19+00:00,LiveKhulke,Do you feel that #Demonetization has curbed #BlackMoney
2016-12-29 05:24:33+00:00,LiveKhulke,50 din ho gaye BTW #Demonetization ke
2016-12-29 04:49:59+00:00,zubinraja,"Dear @PMOIndia , Kindly make @IndiaPostOffice cashless! #demonetization #digitalindia"
2016-12-29 04:49:12+00:00,Trionds_,All Geniune Indians stand with Modi's #demonetization decision and who has lost mental strength after #Noteban and calling #AjaModiChowkPe
2016-12-29 04:38:12+00:00,VentriLOLquist,"Until 22nd Dec. ppl were starving and committing suicide post #Demonetization.
And suddenly in 3 days they help #Dangal  100cr."
2016-12-29 04:35:18+00:00,INirajVerma,All Geniune Indians stand with Modi  #demonetization decision and who has lost mental strength after #Noteban and calling #AjaModiChowkPe
2016-12-29 04:32:10+00:00,anandan22,"Already rumours are floating around on introduction of new Rs.1,000/- notes &amp; ban on Rs.2,000/- notes. #demonetization"
2016-12-29 04:24:30+00:00,payalsploy,#ordinance #demonetization #DeMonetisationbenefits : Enforcing changes... #digitalpayments
2016-12-29 04:03:41+00:00,sriharikaranth,"Karnataka is back to normal 10 days back, wonder why north India is still struggling! #demonetization #RattledOpposition"
2016-12-29 03:43:39+00:00,altafinamdar,"What cashless economy means for vegetable sellers, labours, rickshaw pullers, auto rickshaws, cart pullers, fruit vendors #Demonetization"
2016-12-29 03:13:57+00:00,outburstindia,"Since 8th November 2016 .....How many times PM Modi has spoken on #Demonetization on various forums?
What will be new in @aajtak interview?"
2016-12-29 03:05:58+00:00,PVenkatGandhi,"Soon India will know whether #Remoneitization  #NoteBadli was Bigger or 
#Demonetization #NoteBandi was Bigger"
2016-12-29 02:11:03+00:00,balaj824,The fact that it has been close to 50 days since #demonetization and we still are chasing ATMs with money tells a lot about implementation.
2016-12-29 00:34:43+00:00,KANDKURSUBHASH,Very sorry state @ HUBBALLI RLY STN not using bank cards to lend tickets suffering passengers #Demonetization drsater
2016-12-28 18:55:35+00:00,amitbwadhwani,"50 days #demonetization match enters 49th over,Unofficial note conversion rate down from 40% to -5%"
2016-12-28 18:29:55+00:00,Mitesh_Sahu,As far as I know #opposition can ask questions to the #rulinggovernment about radical steps like #DeMonetisation #demonetization
2016-12-28 18:17:52+00:00,sureshbaskaran1,"Most ATMs delivers cash, impact is reduced gradually. #demonetization #near #victory #india #atm"
2016-12-28 17:28:58+00:00,patelanant1983,"After great success of #demonetization step, @narendramodi is planning to attack""benami"" properties. @bjp4india, @arvindkejriwal."
2016-12-28 16:40:37+00:00,Mitesh_Sahu,#RaGaDemands on #Demonetization #DeMonetisation looks very valid. Questions asked are #logical
2016-12-28 16:38:41+00:00,sethu_offI,"I ve 20 to 30 old currency which was used in 19th century! Will ty put me in to jail for 4 yrs!
Please let me know!#demonetization @PMOIndia"
2016-12-28 16:24:54+00:00,indiakirasa,#NarendraModi Do you act upon  our messages. What's the help line for sharing our greviences about #demonetization
2016-12-28 16:14:20+00:00,indiakirasa,"#demonetization @narendramodi  sir I have seen the blatant corruption in all the departments in Bangalore, mainly political circuits"
2016-12-28 16:09:32+00:00,karthikiyerR,what happened to our money  Indian Government  has given it to Paytm for financing china to arm against us . This is #Demonetization
2016-12-28 15:55:45+00:00,juneedkhan10,Baby I don't need indian rupee bills to have fun tonight #demonetization
2016-12-28 15:37:13+00:00,B1gBee,Modi is happening In India #modi #demonetization #india #BJP
2016-12-28 15:18:24+00:00,Hirenu1978,After 31st March 2017 government will punish if they recovered old currency of Rs.1000 and Rs.500. @ahmedabadmirror #demonetization
2016-12-28 15:17:15+00:00,ganeshstweet,"Post #demonetization recovery in raids (Karnataka&amp;Goa) so far is 34 crore cash seized, of which new currency is 22 crore:IT Dept"
2016-12-28 14:14:07+00:00,IndianExpress,"Post #demonetization recovery in raids (Karnataka&amp;Goa) so far is 34 crore cash seized, of which new currency is 22 crore:IT Dept"
2016-12-28 14:05:34+00:00,ImSoorej,"Post #demonetization recovery in raids (Karnataka&amp;Goa) so far is 34 crore cash seized, of which new currency is 22 crore: IT Dept"
2016-12-28 14:03:17+00:00,mridulmahanta,To ease the pain of #Demonetization Assam government have decided to prepone the timing of opening wine shops from 1400hrs to 1130hrs
2016-12-28 14:02:00+00:00,TheAsianAgeNews,"#NewsAlert: Post #demonetization recovery in raids (Karnataka&amp;Goa) so far is 34 crore cash seized, of which new currency is 22 crore:IT Dept"
2016-12-28 14:02:00+00:00,DeccanChronicle,"#NewsAlert: Post #demonetization recovery in raids (Karnataka&amp;Goa) so far is 34 crore cash seized, of which new currency is 22 crore:IT Dept"
2016-12-28 14:01:55+00:00,little_c1994,"Quick question. Is ""Angadia"" still in business? #demonetization #gujjuwillknow #maduwillknow"
2016-12-28 13:57:10+00:00,WeForNews,"Post #demonetization recovery in raids (Karnataka&amp;Goa) so far is 34 crore cash seized, of which new currency is 22 crore:IT Dept. Source:ANI"
2016-12-28 13:54:12+00:00,ANI,"Post #demonetization recovery in raids (Karnataka&amp;Goa) so far is 34 crore cash seized, of which new currency is 22 crore:IT Dept"
2016-12-28 13:33:55+00:00,EmPlusA,"It takes intelligence to recognize the intelligence.Can much relate 2 SRK&amp;SRKians..😂😂
DZ only Super Hit #Demonetization

#SRKAchieverOf2016"
2016-12-28 13:27:06+00:00,acorn,"Was #demonetization necessary? I don’t think so. But what now, that it’s done? @PMOIndia should do Reforms 2.0. Make 2017 bigger than 1992."
2016-12-28 12:44:28+00:00,nahid0313,"Mistake of Atal Bihari Vajpayee
Allowed a person to kill 2000 in 2002.
He killed 200 (&amp; still killing) in 2016 by #demonetization"
2016-12-28 12:31:24+00:00,iamamenon,"wen will MSM's narrative abt #demonetization bcome,de biggest scandal in free India &amp; more ppl killed dan 84,thus wash away all sins of Cong"
2016-12-28 12:14:36+00:00,AanMur,#BJP went changing laws in #Demonetization but refuses to amend laws in he case of #Jallikattu shows it is against #Tamils #SaveJallikattu
2016-12-28 12:13:43+00:00,_siddhesh,Chuck #demonetization what we need is some drastic surgical strikes on traffic rules.
2016-12-28 11:39:12+00:00,pankajtweak,2016 for INDIA: rise of nation with #demonetization...@pankajtweak
2016-12-28 10:17:42+00:00,Kavunddar,"#Demonetization. Source: Newspaper, TV. Go Digital - @narendramodi. How the 3.3% of un electrified villages know this news and Go Digital?"
2016-12-28 10:08:09+00:00,shabeens,#demonetization sinking in....modi proving right inspite of all the hardships in getting change...
2016-12-28 09:43:14+00:00,madhuc430,"Daily with draw amount expanded 2500-4000 #ATM

#Demonetization #RBI"
2016-12-28 08:53:31+00:00,PranWin,#demonetization = #BigCashTrap : of whom? @narendramodi or @RahulGandi1.And the #debate continues...
2016-12-28 08:30:17+00:00,mantralayatimes,"#BJP hits back at #Congress vice president #RahulGandhi for his continued criticism of #demonetization.

— All India Radio News (airnewsale…"
2016-12-28 08:22:43+00:00,airnewsalerts,#BJP hits back at #Congress vice president #RahulGandhi for his continued criticism of #demonetization.
2016-12-28 08:00:10+00:00,DrNeelakshiG,#Demonetization supporter bots r spamming my TL like Assaram fleas. Said I'm anti-national Hindu elite.
2016-12-28 07:59:32+00:00,PromodSharma,#demonetization is an 'as on' Nov. 2016 position. Reports on landed properties will be app. 'till date' position. Rahul knows nothing.
2016-12-28 07:10:45+00:00,prathod2008,Indian #AirForce played an important role in lifting #currency during ongoing #demonetization: IAF Chief #ArupRaha
2016-12-28 07:08:17+00:00,pratikmukane,"#Demonetization: Cabinet clears promulgation of an ordinance to penalise persons holding banned Rs 500, Rs 1,000 notes, reports PTI."
2016-12-28 06:58:30+00:00,iPiyushK,"FakeKing News : 
Even Dangal had to wait for 3 days to reach 100 cr. 
Clearly #DEMONetization is impacting poor ppl : RaGa 😂😂😂😂"
2016-12-28 06:57:23+00:00,karthikiyerR,What #Demonetization  has achieved is pay paytm extra compulsorily.  How much is BJP's Cut?  Forcing Tax where none is required
2016-12-28 06:43:46+00:00,dipakritu,#demonetization  #upelection  #trainaccidents  any relation or biggest negligence
2016-12-28 06:38:02+00:00,NazemNaqvi,It's been 50 days. Do you think #demonetization has worked?
2016-12-28 06:29:04+00:00,dperi84,#Demonetization: #IAF has so far transported 610 tonnes of cash in 35 sorties to various cities: ACM Arup Raha @the_hindu @TheHindu
2016-12-28 06:27:49+00:00,crypticrajiv,Dussehra is around around the corner guys!! LOL #demonetization
2016-12-28 06:25:11+00:00,shivkblog,#demonetization about to end by 31 Dec and let's celebrate #newyear2017.
2016-12-28 06:11:28+00:00,outburstindia,"The total worth of perishable items (produce of farmers/dairies) those perished after #DeMonetization!
Who will bear the loss?
#RIP50Days"
2016-12-28 06:06:22+00:00,KP_Aashish,Meeting of committee headed by AndhraPradesh Cm @ncbn on #Demonetization begins at @NITIAayog #Delhi
2016-12-28 05:53:57+00:00,amartadi,"Second hand two wheeler market declined by 80% after #demonetization in #Hyderabad .

#DeMonetisationDisaster"
2016-12-28 05:53:21+00:00,RURALINDIA,"After #Phuss initial response, @OfficeOfRG sharpens his attack on #DeMonetization. Demand for roll back of 24k withdrawal limit is a winner"
2016-12-28 05:45:29+00:00,mantralayatimes,"Indian Air Force played an important role in lifting #currency during ongoing #demonetization: IAF Chief #ArupRaha

— All India Radio News …"
2016-12-28 05:38:58+00:00,COSMICCYNOSURE,From IOA to BCCI ....Suresh Kalmadi's appointment is another form of #demonetization
2016-12-28 05:31:11+00:00,samir_dattani,"What an expiry!!!

Thursday stock market FO expiry.

Friday Old notes expiry.

Saturday Year expiry.

#DeMonetization"
2016-12-28 05:11:23+00:00,tweetajaay,If all these ppl who suddenly care 4 poor had done it 4 atlst 1 year wen in pwr. D stats dey quote on poor ll b even lower! #demonetization
2016-12-28 05:08:06+00:00,vaithy,"I am on the verge of celebrating 50 day Abstinence-To-Money ie., *ATM* #demonetization #india"
2016-12-28 05:07:35+00:00,SunilMalhotra,"Knock knock
Who's there?
Demo
Demo who?
#demonetization woes."
2016-12-28 05:04:30+00:00,mannu4shivam,"Seems you r not supporting #demonetization. worst services..@Flipkart 👎🏻👎🏻
Great services ...@amazon 👍🏻👍🏻@myntra 👍🏻👍🏻@snapdeal 👍🏻👍🏻"
2016-12-28 05:00:33+00:00,NomaniSafi,Pink is the new black :P #demonetization
2016-12-28 04:59:54+00:00,Nikstrade,"#demonetization effect Baby Investors turned into Day Traders/ Index traders Reason Uncertanity FEAR +Low Capital ,,:),"
2016-12-28 04:59:19+00:00,periyar_tamilan,"#demonetization  patient had kidney problem, doctor perform surgery and does appendicities surgery and claims success."
2016-12-28 04:55:33+00:00,RAAJ_GunturianN,"eating a lathi charge for his own money is the most
bizarre thing ever happened to a common man!!
#demonetization"
2016-12-28 04:46:26+00:00,Vinesha12,"Initiative of Modi ji shows his pure intention toward his work.
#demonetization"
2016-12-28 04:37:49+00:00,JanSanghParty,50 days of #demonetization not single big neta caught #BJP #Congress #BSP #SP... All crorepati netas clean #upelections2017 #jansanghparty
2016-12-28 04:35:30+00:00,drshalika,"When the public isn't complaining,why r rahul gandhi n Didi crying their hearts out daily? @PMOIndia @narendramodi  #demonetization"
2016-12-28 04:26:44+00:00,mirzahyd1,"Our Entire Political Science graduate should learn something from #Venezuela on #demonetization 

#कैशलेस_के_फायदे"
2016-12-28 04:24:32+00:00,Journalist_Anuj,"#Cashless will reduce the #BlackMoney #कैशलेस_के_फायदे
#demonetization"
2016-12-28 04:23:23+00:00,opg_i,50 days: News channels debating daily same subject with same spokespersons saying the same things over and over again.#demonetization
2016-12-28 04:12:06+00:00,NHAcharya,Was at an uptown restaurant last night. Reached there at 10 only to find 45 mins waiting! No #demonetization effect at all!
2016-12-28 04:09:12+00:00,Akshay001,Don't know if #MutualFunds ever had it this good - #demonetization sure has given them a crazy push!
2016-12-28 04:08:14+00:00,majorsudeep,Goa beaches... all white no black. #demonetization
2016-12-28 04:07:47+00:00,RoushanSpeak,"His 50 days are over !
@PMOIndia must resign. #Demonetization"
2016-12-28 04:01:15+00:00,ashokepandit,Celebrate the success of #demonetization with success of #Dangal crossing 300 crores.Proves it has impacted only the wrong &amp; nt the right.
2016-12-28 04:00:21+00:00,kakajambori,"#Demonetization a mega scam, biggest one after Independence, says #Mamata...feed back pl @Panditda"
2016-12-28 03:49:27+00:00,kv,Seeing 2000 RS not for first time. #demonetization
2016-12-28 03:40:16+00:00,AAP_Germany,"#कैशलेस_के_फायदे  
The Indian govt. led by PM Modi become lottery shop. #demonetization"
2016-12-28 03:32:13+00:00,shiva2sachin,"I always believed, digital India would come in play with mobile revolution, but it came through #demonetization. I don't know how to react."
2016-12-28 03:26:15+00:00,BKanad,State of India : #Demonetization source @TimesNow - 1 Bank Manager of @KotakBankLtd arrested by ED -- only one ?
2016-12-28 03:20:13+00:00,BasuAshis,Since #DeMonetization there have been many reports of hardship faced by the poor &amp; the elderly. Amazed at how tolerant most Indians are.
2016-12-28 03:15:23+00:00,thesuniljain,Dear @PMOIndia Nothing yet on political expenditure audit or removing loophole in donation law #demonetization Disappointing 2 say the least
2016-12-28 02:56:58+00:00,LiveKhulke,Can we at least hope that after 3 days something magical will happen? #demonetization
2016-12-28 02:51:05+00:00,Eheheheheee,"How many govt. Officers got raided for blackmoney? The main source of blackmoney.
#demonetization"
2016-12-28 02:36:48+00:00,palstweeting,"Courtesy #demonetization I am sure some politicians, bureaucrats, bankers and so many corrrupt are in the last days of their career"
2016-12-28 02:36:10+00:00,RaajVaani,"Chief Secretary, BJP State Minister, P. Lodha, Rohit Ronson etc 
Plz tell @OfficeOfRG that these r d ordinary ppl neild by #demonetization"
2016-12-28 01:39:17+00:00,chenjisk,"I wonder by when would we know what the impact of demonetisation has been ? 

Signs of instability still seen. 
#demonetization"
2016-12-27 21:58:30+00:00,ShortTreasuries,Modi is fomenting a disaster with the Indian cash #Demonetization plan. Hundreds of millions of poor with no access to currency. #Center
2016-12-27 18:54:14+00:00,i2canget,🇮🇳 #PMModi #Demonetization #Bollywood Expect  higher #Quality outputs with increased #Blockbuster revenue for Studios
2016-12-27 18:35:12+00:00,i2canget,#PMModi #Demonetization beneficiary is decreased: #STD #HIV #Human #Trafficking #Abortion #Sexual #Exploitation
2016-12-27 17:56:55+00:00,romakaur,"As the year ends, my heart goes out to all the families mourning the loss of their loved one because of #demonetization."
2016-12-27 17:25:01+00:00,waghkirankumar,India is going toward #Digital India. #Demonetization Great Decision...😀
2016-12-27 17:24:58+00:00,pravindo,"Every now and then we see posts from #AAP like ""AAP don't have money for ads, please spread the word"". Is that effect of #demonetization ?"
2016-12-27 16:59:52+00:00,mallemala12,"#Demonetization #Modiji Instead of Cashless transactions,better go back2 'Barter System',it will not allow any #BlackMoney &amp;Corruption @RBI"
2016-12-27 16:52:20+00:00,zaxias,Thomas Issac was the first one to question Modi's sincerety. He'll be the first again to have the best laugh after Dec 31 #Demonetization
2016-12-27 16:37:08+00:00,gnlogic,"In a strange turn of events, Win 10 on my laptop seems most impacted after #demonetization. Crazy waits and endless freezes. #windows10"
2016-12-27 16:20:10+00:00,AshonIndia,Also #MistyEyed #Dangal on Popcorn+Coke cost @ Movie theatre (Cinepolis Fun Cinemas) Please Govt of India do some #Demonetization @PMOIndia
2016-12-27 16:03:41+00:00,ManaliGharat,"Indian's taste #Demonetization for the first time, waiting for this video 😂😂😂
@BuzzFeedIndia"
2016-12-27 15:50:14+00:00,gagan_gupta,For huge decisions like #Demonetization in India 1. All  the reasons will never be made  public. 2. There will be unintended consequences.
2016-12-27 15:47:34+00:00,Crypto_Chhora,"Totally exhausted by the loss of 15000, and this is solely because of this movement. #student #Demonetization#Digitalpayment@narendramodi"
2016-12-27 15:28:15+00:00,KiranKS,"a) How PM @narendramodi got to Cashless economy launch stage after #demonetization ""shock""? The 4 pillars were set up with great planning."
2016-12-27 15:15:07+00:00,ManishAnand_25,"AT NITI meet, consensus views, #demonetization would help make the economy more formal. @NewIndianXpress"
2016-12-27 15:12:11+00:00,gagan_gupta,Regular folks who are suffering through  #Demonetization in India will end up valuing #DemonetizationBenefits more. Basic human psychology.
2016-12-27 14:46:44+00:00,FrustIndian,91% of pickpockets caught in Delhi Metro are women. This is a fallout of #demonetization. Women have no cash hence stealing. Modi hai hai.
2016-12-27 14:35:34+00:00,Radznanda,Fuck #DigitalIndia ... Fuck #Demonetization ... Common man and common woman getting screwed for some arsehole's idiosyncracies
2016-12-27 14:35:07+00:00,kinshukmishra,Please also check on loan repayments in cash post Nov 8. @PMOIndia @narendramodi #demonetization
2016-12-27 14:26:08+00:00,asbidyarthy,#Demonetization Was to done to kill political parties in UP for upcoming election? @yadavakhilesh
2016-12-27 14:02:37+00:00,sagarrana1994,564 #Naxals have surrendered post #Demonetization #EmergencyInBengal
2016-12-27 13:13:53+00:00,subho65,So many young people have money in their accounts at month end. Have times changed? Or is it #demonetization ?
2016-12-27 12:46:48+00:00,ashishedkee,"Thank God #Dangal  made 100crore plus within 4 days of release, or else some people would have blamed it on #demonetization"
2016-12-27 12:41:11+00:00,Jokertradingin,Only 24lac tax payers in country out of 125cr population. Ref @EconomicTimes @narendramodi #demonetization #BlackMoney
2016-12-27 12:35:12+00:00,dhavalgandhi007,Have not seen any journo types tweeting that they couldn't go to watch #dangal as no money to pay for tickets due to #demonetization
2016-12-27 11:51:40+00:00,InnoviceTsk,Get trained and train others on how to use mobile for doing cashless transactions... #Demonetization #GoCashlessGoDigital
2016-12-27 11:05:26+00:00,naginderbaddon,"#DEMONETIZATION My mother
Around 90 could not withdraw
Her defence pension because she
can not visit daily for two thousand"
2016-12-27 11:04:32+00:00,MaitriSisodia,#RahulFlopShow He might not have got all oppn parties together but he was very sensible as far as #demonetization concerned #RaGa
2016-12-27 10:49:53+00:00,Ranvasu,hhmmm.. the #survey was right..if wrong then how did Dangal earn 100Cr within 3daz of its release!! #demonetization CAN U GUYS REMEMBER? 82%
2016-12-27 10:33:36+00:00,Redundant_Link,Politicians against #Demonetization are day by day dragging themselves in swamp. Opening their fithy mouth on useless issues.
2016-12-27 10:28:08+00:00,im_raj16,Still @OfficeOfRG  fails to understand #demonetization oh God what to do with him.
2016-12-27 10:17:18+00:00,AgriFields,ICAC says #demonetization has created shortages in domestic textile market and also hit exports to global markets.
2016-12-27 10:12:20+00:00,penmacrae,Delhi Kotak Mahindra branch says only gets money on alternate days -- today was the wrong day to come! #demonetization
2016-12-27 10:03:33+00:00,AmmU_MaanU,"I am no fan of #demonetization but to give d devil its due, it clearly brought out 1 fact: Magnitude of #corruption is that of #Ebola virus"
2016-12-27 09:44:42+00:00,TupTamizha,"Was there raids on 4120 MLAs &amp; 776 MPs in India? An Active ADMK member, brother of ex Minister, my Dad asks. @AIADMKOfficial #Demonetization"
2016-12-27 09:34:08+00:00,PriyaSometimes,"So, lottery and laddoos have been offered as perks of #demonetization. There´s another L word missing here."
2016-12-27 09:19:55+00:00,ByMallikarjuna,Andhra CM Comments on #Demonetization helped him to get ₹2400 crore for Polavaram Project. Gameover for #YS Congress in 2019.
2016-12-27 08:49:35+00:00,mformcmprime,Is #demonetization all that it took to send my dissertation over the edge?can I retire from academics to spend my days tweeting at paytm?
2016-12-27 07:54:55+00:00,iuml4thepeople,IUML Along with @incindia  and other Opposition Parties will hold a Joint Press conference over #demonetization issue at 3.00pm.
2016-12-27 07:36:14+00:00,WeAreFYA,#demonetization to result in a windfall gain for #RBI as it will reduce the central bank’s liabilities!
2016-12-27 07:20:02+00:00,SRGanguli1,#BlackMoney paradigm.Whoever gets caught in the cross-fire of #DeMonetization he or she shouts shrill at the Centre. #Mayawati 🤣🤣
2016-12-27 06:58:09+00:00,voiceurviews,"Do you think #upelections2017 and #PunjabElections2017 will be the predictor of people acceptance over #demonetization ?

#poll #DailyPoll"
2016-12-27 06:31:39+00:00,prashantmanvar,"Till 22nd ppl were starving and committing suicide because of #demonetization 
&amp;suddenly in 3 days they helped #Dangal 100 cr biz
#Indians"
2016-12-27 06:19:13+00:00,schaurasiya,So now they saying they will charge a fee for cash transactions? :O How do you feel being charged to use your own money? #DeMonetization #fb
2016-12-27 06:18:21+00:00,BuddhaHarish,#FindAChauraha4Modi who's wrong in #demonetization #modi #rbi #bureaucrats #Congress #opposition #Leftparties
2016-12-27 06:15:02+00:00,BuddhaHarish,#FindAChauraha4Modi who had the biggest loss by #demonetization
2016-12-27 06:09:47+00:00,Sacrilegious77,The hue and cry surrounding the #DeMonetization dies a painful death when Dangal crosses 100 Cr collection in just 3 days
2016-12-27 05:56:40+00:00,Wake_Up_Goa,#Demonetization is just testing #patience of a #common man. We Hope #Modi govt will have a plan within 3 days. #FindAChauraha4Modi
2016-12-27 05:53:55+00:00,FollowCII,#Demonetization has created an enormous opportunity to channelize public savings into productive assets
2016-12-27 05:45:00+00:00,iadityamarella,When you take a step like #DeMonetization ppl want to see the good that comes from it. At this time we get to see #ShivajiStatue with 3600cr
2016-12-27 05:24:31+00:00,outburstindia,#DeMonetization recommendation was based upon Conjectures &amp; Surmises! Since 8th November @RBI is taking indiscreet steps to cover its folly.
2016-12-27 05:13:01+00:00,AanMur,"Surprising ! Indian prefer being Slaves, Looks like they got used too... There is something called #Democracy guys wake up ! #Demonetization"
2016-12-27 05:08:41+00:00,supernova_nano,"dear narendra modi, your #demonetization policy failed, now accept it and try to do best to do damage control. we are suffering."
2016-12-27 04:34:31+00:00,Filterkapii,BREAKING: BJP leader's grandson's friend came 2nd in class monitor elections. A clear referendum that India is not accepting #Demonetization
2016-12-27 04:25:50+00:00,theshobhitgupta,"#paytmlifeless #demonetization 
Paytm to giyo, from being a #happyme wallet to #despicableme wallet
ATM queue se Paytm queue tak
#gadbadhai"
2016-12-27 03:59:54+00:00,BBCLeisha,"The top three trending terms of 2016 on @Investopedia were #Brexit (searches for the term were up 4716%), #demonetization and #fintech"
2016-12-27 03:50:34+00:00,SanjanaSaksena,Adopting new technology needs to be gradual and seamless not enforced and frustrating. Acceptance is a two way street #Demonetization
2016-12-27 03:36:53+00:00,Akhi1211,"#Demonetization has pushed India 10years back in terms f growth &amp; development.The responsible person should be punished 
#FindAChauraha4Modi"
2016-12-27 03:27:06+00:00,nag_vasireddy,"If we heave a sigh of relief reg. thinning queues outside ATMs/Banks, we r being optimistic that #Demonetization crisis is nearing its end +"
2016-12-27 03:23:59+00:00,jay_ambadi,How I wish we had some genuine investigative journalists who could tell us the real motives that led to #DEMONetization.
2016-12-27 03:21:52+00:00,nag_vasireddy,"If we criticize poor execution of #Demonetization, we r showing off our Libertarian side, If anybody else does it, SPARTAAA... #SanghiLogic"
2016-12-27 03:03:07+00:00,bjpguru,"#Plastic_Transactions jump 25% a month, reports @EconomicTimes. Benefits of #Demonetization. Nation Transforms Towards #CashlessEconomy"
2016-12-27 01:00:30+00:00,Ateendriyo,"Everything from people dying from exhaustion, to kids going hungry in flights, has been attributed to #Demonetization. Kuch bhi chalao BC"
2016-12-26 22:11:41+00:00,September11Baby,"#Farmers feeders of this population requires loans for their service.
#Demonetization a disaster in their daily lives."
2016-12-26 21:15:37+00:00,dhaval_a2401,100 people dead over #demonetization  dismissed as collateral damage. Every rupee will return &amp; the dead will haunt our conscience.
2016-12-26 19:26:37+00:00,amand9889,"#DangalWithIdeaMoney
if without #demonetization money ?
=
model way of converting black to White"
2016-12-26 18:58:22+00:00,Monasharma81,"Thanks to #demonetization and scams , we all know the number of zeros in Crores.."
2016-12-26 17:49:33+00:00,keepitsimpleman,"#DangalWithIdeaMoney
if without #demonetization money ?
=
model way of converting black to White"
2016-12-26 17:28:33+00:00,BrigadeLotus,Arunachal Pradesh : Rs 1300 cr deposited in 15 SBI accounts post #demonetization
2016-12-26 17:18:05+00:00,mayankkh1210,Just one question to those supporting #demonetization ..Did you guys ever think in your wildest dreams that the PM of the country would 1/n
2016-12-26 16:55:08+00:00,outburstindia,In Democracies you must be prepared to receive accolades &amp; criticism for you public policies in Sportsman spirit! #DeMonetization did ruin.
2016-12-26 16:54:40+00:00,sonOfKashyap,"This season, finding an old 500rs note tucked in your jeans' won't make you happy. It'll make you really sad.

Let's talk #demonetization"
2016-12-26 16:36:20+00:00,Tutejajoginder,"Brace up for a MASSIVE Monday. At Delhi NCR, even late night shows (11:30 on) are almost SOLD OUT! #WorkingDay #Winters #Demonetization!!!!"
2016-12-26 16:30:58+00:00,manish_sakhiya,"ED found Mayawati's brother's a/c in Union bank of India,Karol Bagh branch,Delhi wherein Rs1.43 cr was deposited post #demonetization"
2016-12-26 15:42:57+00:00,VikasOverhere,"Being ""Historical"" to ""Hysterical"" !

#Demonetization"
2016-12-26 15:30:25+00:00,mantoshb,Holding x-chief 15d with nothing to show. Was this to distract from #demonetization ? No evidence after 3 yrs. @ShekharGupta @LRC_NDTV
2016-12-26 15:13:41+00:00,dhirendra_ml,Do not make another jumla.Bring ordinance to confiscate all black and benami properties and wealth.#demonetization
2016-12-26 15:08:11+00:00,RamaNaga_,"Finance Minister says ""Cashless means less cash not no cash"".
If we go by this, bullet train means only bullet no train.
#Demonetization"
2016-12-26 15:04:14+00:00,capt_ivane,ED searches Union Bank of India. Found 1.43 Cr in BSP leader Mayawati's Brother Anand account. Cash Deposited post #Demonetization.
2016-12-26 14:42:44+00:00,roshnugg,"As MPs gloat #Agni5 &amp; @NITIAayog showsoff #demonetization celebrity endorsements, #informalsector workers trudge along with no voice, no say"
2016-12-26 14:20:11+00:00,AmmU_MaanU,"The Government solution to a problem is usually as bad as the problem -Milton Friedman,US economist,won #Nobel Prize in 1976 #Demonetization"
2016-12-26 14:12:09+00:00,AnkiitKoomar,1.43 crores deposited into Mayawati's brother Delhi bank account post #Demonetization #ED
2016-12-26 14:07:10+00:00,mynameiskbc,since 8 nov #demonetization proves to be the #ddays for poor ppl of India. I support @OfficeOfRG n @ArvindKejriwal in there arguments
2016-12-26 13:21:40+00:00,deepakdubey_dd,"ED Conducting searches on exporters in #mumbai  ,Raids regarding fake remmitances post #demonetization @news24tvchannel @SyyedSuhail"
2016-12-26 12:45:02+00:00,investorclinic,"Once #RERA is rolled out pan-India, the #benefits of it coupled with the after-effects of #demonetization will be #good for #RealEstate."
2016-12-26 12:33:45+00:00,NallaVivek,#Demonetization now &amp; Feel good factor then.. I kind of feel BJP stopped listening to common man hope #history doesn't repeat in elections
2016-12-26 11:51:30+00:00,adwaidh921,"#demonetization : Four days remain to prove Our Honorable 56"" Prime Minister is a Big Zero"
2016-12-26 11:46:37+00:00,keshav29,"Need tobe aware of ritos in Rajasthan tht may spread elsewhere bcoz of #Demonetization 
@rajnathsingh
@DrGPradhan"
2016-12-26 11:41:49+00:00,nandeilath,"Dear DrThomas Issac u deserve a worthier opponent than mofusil BJP leader Surendran to debate #demonetization Ignore the charlatan,Comrade ."
2016-12-26 11:31:38+00:00,MinhazMerchant,"Gain after pain? Three benefits (two medium-term, one long-term) can flow from #demonetization--but there's an ""if"". My @BWBusinessworld col"
2016-12-26 11:17:12+00:00,nandeilath,"What stops CPI(M) from holding joint press conference with Congress on #demonetization&amp;PM's corruption?Because it's held outside
parliament?"
2016-12-26 10:57:48+00:00,ImpatientIndian,So public money is being wasted in the name of reward scheme to cover up a bad decision. Epic stupidity. #demonetization
