,Date,User,Tweet
40,2016-06-27 03:30:23+00:00,rajvimakol,Creating an outstanding #customer experience must remain the #goal of every modern company. #startup #marketing #startupindia #ecommerce
41,2016-06-27 03:00:05+00:00,engagekolkata,"Good morning! Seize the day folks. 
#mondaymotivation #MondayMorning #StartupIndia #DigitalDreams"
42,2016-06-27 02:57:01+00:00,bbsrdotcom,Good morning ! Another exciting week started. A long way to go. #StartupIndia #startuplife #Startistanbul #godigidocs @godigidocs #Brexit
43,2016-06-27 01:39:58+00:00,ranjeetmehta,There r plenty role model startups in india for others to follow they may nt b big enough bt they r unique #StartupIndia #startups #startupm
44,2016-06-27 01:03:52+00:00,whatsyourstowry,‘Be Passionate about the Problem’ #interview #Ram Ramdas Founder of #Herald Logic #startup #startupindia #entrepreneur #SalesEnablement
45,2016-06-26 16:54:00+00:00,sagartank,#तुम_क्यों_नहीं_समझते #App is the biggest project of #startupindia #Kejriwal got highest funds for this startup #Modiji
46,2016-06-26 14:30:06+00:00,rsbthebest,"If u can't go up like a tree than at least be like a sand who helps tree to go up! 
#startup #StartUpIndia #gamedev #entrepreneur"
47,2016-06-26 11:43:59+00:00,anshul_dave,"By the time the wise man has found a bridge, the crazy man had crossed the water!
#entreprenuership #StartUpIndia #startups #leadership"
48,2016-06-26 10:21:13+00:00,atulsian,' @narendramodi before we talk #StartupIndia pls stop harassing startups like @knowlarity .Else no1 will invest in india #SaveCloudTelephony
49,2016-06-26 10:19:30+00:00,kunalju,"#SundaySoch “Timing, perseverance, and ten years of trying will eventually make you look like an overnight success.” - @biz #StartupIndia"
50,2016-06-26 08:29:44+00:00,AajeevanBandhan,"Hi @varuntangri, pleasured conting wid u #thankyou. VR #Matrimony Site. #startupIndia

PS. Ops r on HOLD
@monishbhanusali @EventsSathi"
51,2016-06-26 08:29:04+00:00,AajeevanBandhan,"Hi @mrcoryg,pleasured connecting wid u #thankyou. VR #Matrimony Site. #startupIndia

PS. Ops r on HOLD
@monishbhanusali @EventsSathi"
52,2016-06-26 08:28:35+00:00,AajeevanBandhan,"Hi @clvenjur, pleasured conting wid u #thankyou. VR #Matrimony Site. #startupIndia

PS. Ops r on HOLD
@monishbhanusali @EventsSathi"
53,2016-06-26 08:28:03+00:00,AajeevanBandhan,"Hi @EvguGal, pleasured conting wid u #thankyou. VR #Matrimony Site. #startupIndia

PS. Ops r on HOLD
@monishbhanusali @EventsSathi"
54,2016-06-26 08:26:46+00:00,AajeevanBandhan,"Hi @theAkashh,pleasured conting wid u #thankyou. VR #Matrimony Site. #startupIndia PS. Ops r on HOLD
@monishbhanusali @EventsSathi"
55,2016-06-26 08:25:50+00:00,AajeevanBandhan,"Hi @mohsinshaikh6, pleasured conting wid u #thankyou. VR #Matrimony Site. #startupIndia PS. Ops r on HOLD
@monishbhanusali @EventsSathi"
56,2016-06-26 07:09:21+00:00,rohitkumarbirla,"#savecloudtelephony 
#startupIndia can't work without startups.

@narendramodi 
@Indiagovin 
@DDNewsLive 
@PIB_India
@GoI_DeitY
@HRDMinistry"
57,2016-06-26 05:02:41+00:00,katariapuneet,"Junior authorities have power ""UnDo"" &amp; while top lacks power to ""Do"". #savecloudtelephony Shameful act by DOT. @knowlarity #StartupIndia"
58,2016-06-26 03:49:29+00:00,rajsukheja,"White Label #Ecommerce, All Reports. #Custom. #Brand &amp; #Market it. Delivery 30 Days. Grt Price. #Startups #StartupIndia #Business #Internet"
59,2016-06-26 01:10:17+00:00,whatsyourstowry,‘Be Passionate about the Problem’ #interview #Ram Ramdas Founder of #Herald Logic #startup #startupindia #entrepreneur #SalesEnablement
60,2016-06-25 21:06:04+00:00,anshul_dave,"If it doesn't #challenge you, it doesn't change you.
#leadership #StartUpIndia #startups"
61,2016-06-25 21:04:46+00:00,anshul_dave,"Don't just follow the path...make ur own trial !
#leadership #startups #StartUpIndia"
62,2016-06-25 20:04:08+00:00,KamalBhaliya,"Looking finance partner for my #startups!
Interested ppl can contact me ;)
#VC #angle #tech #invest #investment  #startup #StartupIndia"
63,2016-06-25 16:43:29+00:00,sureyamarnath,"The Loftiest Tower Starts From A Flat Ground - Chinese Proverb

#quote #lifehacks #Proverb #startup #entreprenuership #startupindia #vc #CEO"
64,2016-06-25 13:04:27+00:00,CiOL_News,"The #startup space in #India received another leg-up with a #corpus of Rs 10,000 crore at #SIDBI 
#StartupIndia #DigitalIndia #CIOL"
65,2016-06-25 11:52:44+00:00,azharsiddiqui47,"Make ur own way to get #success... And make ur own #rules to follow them.. 
#enterpreneurs #successquotes #motivation #StartupIndia #startup"
66,2016-06-25 10:55:26+00:00,yashwantnagar,"Govt approved Rs 10,000-cr to fund startups and to generate more than 18 lakh jobs in India.
#StartupIndia #startups"
67,2016-06-25 06:27:40+00:00,tejash_24,#Indian Government Permits 100% FDI For E-Grocery #startup #venturecapital #FDI @startupindia #StartupIndia
68,2016-06-25 05:54:54+00:00,rajsukheja,The #Strong r #Quiet &amp; #Effective. Others #Loud &amp; #Ignorant. #Money #Professionals #Mentors #Masters #Gurus #Startups #StartupIndia #Leaders
69,2016-06-25 05:29:47+00:00,InduNambroth,#StartupHub DIPP/#startupindia (2/2)requires exclusive lic agrmnt for entity OR complete transfer of patent from an individual to company.?
70,2016-06-25 05:26:58+00:00,InduNambroth,#StartupHub DIPP/ #StartupIndia (1/2)asked for assignment deed (on a stamp paper) for exclusive use of the patent by the entity.
71,2016-06-25 05:07:26+00:00,Incubationind,Stepup360 has started with a bang:Inaugural address by Dr R B Burman - Chairman National Statistical Commission at Delhi #StartupIndia
72,2016-06-25 04:26:47+00:00,sureyamarnath,"""I need the fire, the excitement, the passion,the whole rollercoaster"" 
-Roger Federer

#entrepreneur #startup #startupindia #leadership #vc"
73,2016-06-25 04:18:39+00:00,rajsukheja,It is the #Giants in #Stature that #Rule The #World &amp; Not The One's in Size. #GearUp #Business #Startups #StartupIndia #Money #Attitude #Yes
74,2016-06-25 04:07:19+00:00,godigidocs,Good morning ! Let's move on from #Brexit &amp; focus on how to consolidate our #StartupIndia vision. @bbsrdotcom #startuplife #StartupChats
75,2016-06-25 04:04:49+00:00,rajsukheja,A #Business is only as solid as its ability to generate #Sales # Deals # Money #CashFlow #Publicity #Marketing #Startups #StartupIndia #Yes
76,2016-06-25 04:01:34+00:00,rajsukheja,A #Great #Salesman makes you #Believe - Period...!!! #Startups #StartupIndia #Debts #Projects #Success #Sales #Deals #Business #Money #Yes
77,2016-06-25 01:09:28+00:00,whatsyourstowry,‘Be Passionate about the Problem’ #interview #Ram Ramdas Founder of #Herald Logic #startup #startupindia #entrepreneur #SalesEnablement
78,2016-06-24 18:19:14+00:00,satyadash,The next (8th) Global Entrepreneurship Summit will be in India. @BarackObama #StartupIndia @ges2016 @DBTIndia @BIRAC_2012 @IndiaDST
79,2016-06-24 18:14:41+00:00,JonAlabasterbox,Next year's global entrepreneurship summit to be held in India - Obama #StartUpIndia
80,2016-06-24 16:51:28+00:00,imSriKrishna_S,That neck moment 95.99999% product completion and waiting for remaining 4.1% completion is really hectic #startup #finalstage #StartupIndia
81,2016-06-24 13:43:44+00:00,muralitoday,"Perfection is not attainable, but if we chase perfection we can catch excellence.  #inspiringquotes #startup #startupweek #StartupIndia"
82,2016-06-24 09:34:24+00:00,WarmOvenIndia,2/2 Cakes are the best way to celebrate wins &amp; occasions! Better if fresh &amp; at your doorstep #StartupIndia #MakeInIndia #bangaloretraffic
83,2016-06-24 06:51:06+00:00,LokeshBeats,Will #Brexit be the straw that finally breaks EU? How will it impact #StartupIndia plans? @startupindia @ShereenBhan @Blogbeatsme
84,2016-06-24 05:06:10+00:00,godigidocs,"GM ! day started with a very positive note today, @istanbulstartup interview was good. #godigidocs #Digidocs #StartupIndia #startupistanbul"
85,2016-06-24 04:53:23+00:00,gaurav8k,"#StartupIndia - i've been hearing since 2015 no progress. At office they say, no details. It's been almost year but all i see is headlines."
86,2016-06-24 01:08:11+00:00,whatsyourstowry,‘Be Passionate about the Problem’ #interview #Ram Ramdas Founder of #Herald Logic #startup #startupindia #entrepreneur #SalesEnablement
87,2016-06-23 18:55:19+00:00,doddyreddy,"Our generation has an opportunity unlike any other, we can create small empires without anyone's permission #startup #StartupIndia"
88,2016-06-23 18:14:40+00:00,rajsukheja,Let the failure fuel a tempest that lets u blow away all objections leaving The #Sale Closed. #Deals #Startups #StartupIndia #Entrepreneurs
89,2016-06-23 16:58:57+00:00,yatinthakur,Did I hear it right? Everyone at #GES2016 gets a year of premium @LinkedIn access? Wow!! Thanks @reidhoffman #StartupIndia
90,2016-06-23 16:32:59+00:00,Agrawal_sachinn,#StartupIndia request to mail the procedure to get help from government for new startup..PLEASE! at sachinagrawal2907@gmail.com
91,2016-06-23 15:21:41+00:00,arulhort,"#employment is about being rigid and in #system :) 
#Entreprenuership s about being flexible n building systems
#StartupChats #StartupIndia"
92,2016-06-23 15:13:01+00:00,Letscontree,RT startupindia: Maximum fee of ₹5000 can be charged by #Incubators for issuing letter of recommendation to #startups #StartupIndia nsithar…
93,2016-06-23 14:08:42+00:00,BirdVU360,Max fee of INR 10k can be charged if an external expert panel needs to assess the innovativeness of the application #StartupIndia #startups
94,2016-06-23 14:05:08+00:00,godigidocs,We may be but certainly not out. We are getting ready for returning with vengeance. #StartupIndia #NoBillNoBreak #StartupChats #startups
95,2016-06-23 14:00:38+00:00,startupindia,Max fee of ₹10k can be charged if an external expert panel needs to assess the innovativeness of the application #StartupIndia @nsitharaman
96,2016-06-23 14:00:03+00:00,bbsrdotcom,Appreciation is the currency you pay the universe with. Great words. #godigidocs #EscapeTheNight #ChilevsColombia #StartupIndia #startups
97,2016-06-23 13:55:59+00:00,stratjuris,Startups regd under @startupindia scheme must not pay AngelTax from 14.06.16 means 33% more capital for startups @DIPPGOI  #StartupIndia
98,2016-06-23 13:34:21+00:00,Letscontree,Startups can avail the benefits of the MSME Order on relaxation of norms for Micro &amp; (1/2) #MakeInIndia #StartupIndia nsitharaman follow Le…
99,2016-06-23 13:30:24+00:00,startupindia,Maximum fee of ₹5000 can be charged by #Incubators for issuing letter of recommendation to #startups #StartupIndia @nsitharaman
100,2016-06-23 13:19:08+00:00,makeinindia,Startups can avail the benefits of the MSME Order on relaxation of norms for Micro &amp; (1/2) #MakeInIndia #StartupIndia @nsitharaman
101,2016-06-23 12:54:04+00:00,racoja,"Micro 2000$ #investment for POC in Hw&amp;Sw #IOT space with #incubation in Pune for #entrepreneur coming soon
#startupindia #iotindia #embedded"
102,2016-06-23 12:35:18+00:00,VernikaAwal,A great #startup weekend coming your way this August in #newdelhi. How many would love to participate? #ecommerce #StartupIndia
103,2016-06-23 12:26:24+00:00,racoja,"The first #incubator for Hw &amp; Sw #iot launching soon in Pune, #India
#StartupIndia #Embedded #Pune #automation #investment #GrowthHacking"
104,2016-06-23 12:21:55+00:00,racoja,"Once you make a decision, the universe conspires to make it happen.
#entrepreneur #startups #StartupIndia #life"
105,2016-06-23 12:03:40+00:00,snehachandak24,"Thrilled about the #Fintech event at @IndiaQuotient this evening!
#StartupIndia #Powai"
106,2016-06-23 10:02:07+00:00,whoisadi,10 years from now people will be embarrassed to say unicorn. #startups #funding #StartupIndia #startuplife @msuster good call
107,2016-06-23 08:40:21+00:00,igreentechindia,"“Creativity is contagious, pass it on” – Albert Einstein #StartupIndia #creativity #Einstein #RT #quotes #ThursdayThoughts"
108,2016-06-23 08:30:17+00:00,startupindia,#StartupHub will help #startups to obtain the required documents for Startup recognition Toll free no: 1800115565 #StartupIndia @nsitharaman
109,2016-06-23 08:14:01+00:00,iacpunemetro,"PM Modi's Dream Project #StartupIndia Failed.  
Any revamp will NOT work Unless Babus &amp; #AJ are not kept OUT of it. @narendramodi"
110,2016-06-23 07:45:37+00:00,startupindia,"Having doubts in application due to wrong or incomplete documentation? Worry not, #Startuphub will guide you.
#StartupIndia @nsitharaman"
111,2016-06-23 06:59:47+00:00,Treat900,"The government gave Rs 10,000 crore for the start-up fund The aim of #StartUpIndia is to provide 18 million jobs."
112,2016-06-23 03:51:49+00:00,Ourbit_smm,All set for another engaging day at #ThinkNext2016 #startup #startupindia
113,2016-06-23 03:28:55+00:00,rajsukheja,Confidence is everything in Closing A Deal so long as it is not misplaced Confidence. #Sales #Deals #Business #StartupIndia #Startups #RS
114,2016-06-23 03:27:29+00:00,rajsukheja,Winning is 80% Preparation &amp; 20% Presentation. #Sales #Deals #Business #StartupIndia #finance #presentation #winning #preparation #Startups
115,2016-06-23 03:26:06+00:00,rajsukheja,The Sale concludes only when u c the money in the Bank. #Sales #Deals #Business #StartupIndia #finance #bank #winning #Money #Startups #RS
116,2016-06-23 03:22:51+00:00,rajsukheja,"Usually 1 Entity wins the deal, so get your #facts, #solution &amp; #pitch - Right! #Sales #Deals #Business #StartupIndia #winning #mumbai #RS"
117,2016-06-23 02:36:01+00:00,mayormilan,Yay! Another #ThinkNext2016 with @MSA_IND #startupindia #digitalindia
118,2016-06-23 02:31:53+00:00,Traders_United_,#stocks in wait &amp; watch mode.. #Brexit #vote #trade #startup #StartupIndia Range Bound SESSION Expected Today.. #Nifty #Sensex #goodmorning
119,2016-06-23 01:06:59+00:00,whatsyourstowry,‘Be Passionate about the Problem’ #interview #Ram Ramdas Founder of #Herald Logic #startup #startupindia #entrepreneur #SalesEnablement
120,2016-06-22 18:58:52+00:00,ShujathUllakhan,"New fashions statement in India. Hey what are u doing? 

Ans: #startup 

Courtesy #DigitalIndia #StartupIndia"
121,2016-06-22 17:26:01+00:00,Letscontree,"RT 91springboard: Discussing challenges faced by startups with Product_Nation &amp; rabhishek1982, secretary in DIPPGOI #startupindia …"
122,2016-06-22 14:15:23+00:00,prosunjoyi,"#StartupIndia to be recast; govt. redesigning learning module to educate #startups in areas, incl. incorporation of co., business model etc."
123,2016-06-22 14:01:33+00:00,rhtjain90,Indian legal industry on a change. #legalstartup to take over #market #lawyered #legaljob #LegalIT #StartupIndia #yourstoryco
124,2016-06-22 13:44:30+00:00,rhtjain90,#ecommerce blue chip companies war can harm new emerging startups #startup #entrepreneur #startupnews #StartupIndia #Onlinebusiness
125,2016-06-22 12:29:10+00:00,centpercent,"We r helping #startups with #business #Planning, #pitchDeck, #digital #strategies, #fundraising. DM with ur project details. #StartupIndia"
126,2016-06-22 12:00:49+00:00,Gaurav_Yatri,#StartupIndia is just a fantasy for needy startups &amp; #entrepreneur 🤔
127,2016-06-22 10:28:22+00:00,FinancialXpress,"#Cabinet #FFS: Corpus Rs.10,000 crore, in line with #StartupIndia Action Plan unveiled by Government in January 2016"
128,2016-06-22 10:26:35+00:00,theind_india,"#Cabinet #FFS 3: Corpus Rs.10,000 crore, in line with #StartupIndia Action Plan unveiled by Government in January 2016 :
DG PIB"
129,2016-06-22 10:21:14+00:00,DG_PIB,"#Cabinet #FFS 3: Corpus Rs.10,000 crore, in line with #StartupIndia Action Plan unveiled by Government in January 2016"
130,2016-06-22 07:54:13+00:00,rajsukheja,"A Deal is like a signature on a bank chq. When you sign, it better be paid. #Deal #Sales #Business #Money #Easy #StartupIndia #Easy #Yes"
131,2016-06-22 06:57:10+00:00,tejash_24,“people who raise more money reduce their probability of success” -Vinod Khosla #startup #business #entrepreneur #StartupIndia #Indians
132,2016-06-22 04:37:57+00:00,Chandru111,"ISRO reached new heights by launching record 20 satellites PSLV-C34.Congrats team ISRO
#PSLVC34 #ISRO #StartupIndia #MakeInIndia #ProudIndia"
133,2016-06-22 03:55:37+00:00,rajsukheja,"In Sales, you can either shoot blindly or take careful aim. Guess which Works. #Startups #StartupIndia #Business #Entrepreneur #Sales #Deals"
134,2016-06-22 03:19:46+00:00,rajsukheja,A man is only as good as he believes he IS. #Belief #Faith #Skill #Entrepreneur #Business #Startups #StartupIndia #MakeInIndia #DigitalIndia
135,2016-06-21 18:53:23+00:00,rajsukheja,"""Opportunity Timed Right makes Money"" #Fortune500 #Entrepreneur #Success #Startups #StartupIndia #Money #Deal #Opportunity #Business #Wealth"
136,2016-06-21 18:50:02+00:00,rajsukheja,"Business that satisfies ""impatience"" in customers will win. Patience is outdated. #Startups #StartupIndia #Business #Work #Fortune500 #Yes"
137,2016-06-21 18:27:22+00:00,rajsukheja,Information is power. It is also opportunity &amp; #Opportunity Timed Right makes #money. :) #StartupIndia #Startups #Strategy #Business #
138,2016-06-21 18:22:17+00:00,rajsukheja,Some repeat mistakes in Biz. Making it is one thing but repeating it again is another. Learn &amp; Understand. #StartupIndia #Startups #Wisdom
139,2016-06-21 18:16:51+00:00,rajsukheja,The game is changing for #Startups now. Swift Action &amp; Response is the phrase for Building a Great #Brand ; #StartupIndia #Startup #Success
140,2016-06-21 18:00:59+00:00,rajsukheja,"In Business - Twice Bitten, Never Shy..!!! #startups @IndianStarrtups #entrepreneur #Business #money #finance #Success #StartupIndia"
141,2016-06-21 16:11:14+00:00,ArshadKhanINC,"MMS reforms led to real #StartupIndia which resulted in IT giants like TCS, Infosys, Wipro, Tech Mahindra, HCL.....
#25YrsOfMMSReforms"
142,2016-06-21 16:09:49+00:00,Mushinada,"MMS reforms led to real #StartupIndia which resulted in IT giants like  TCS, Infosys, Wipro, Tech Mahindra, HCL.....

#25YrsOfMMSReforms"
143,2016-06-21 16:04:29+00:00,JAslamBasha,"It was MMS industrial policy which really brought manufacturing revolution, #MakeInIndia, #StartupIndia and #StandUpIndia
#25YrsOfMMSReforms"
144,2016-06-21 16:01:29+00:00,VinayDokania,"the  industrial policy of MMS which really brought manufacturing revolution, #MakeInIndia, #StartupIndia n #StandUpIndia
#25YrsOfMMSReforms"
145,2016-06-21 15:55:25+00:00,maqbool_sm,"It was MMS industrial policy which really brought manufacturing revolution, #MakeInIndia, #StartupIndia and #StandUpIndia
#25YrsOfMMSReforms"
146,2016-06-21 14:53:00+00:00,JAslamBasha,"MMS reforms led to real #StartupIndia which resulted in IT giants like  TCS, Infosys, Wipro, Tech Mahindra, HCL.....

#25YrsOfMMSReforms"
147,2016-06-21 14:30:17+00:00,maqbool_sm,"MMS reforms led to real #StartupIndia which resulted in IT giants like  TCS, Infosys, Wipro, Tech Mahindra, HCL.....

#25YrsOfMMSReforms"
148,2016-06-21 13:05:19+00:00,iamakkshayy,Nikhlesh Arora - Step down or sacked? Will this affect Indian startups backed by softbank? Your views? #StartupIndia
149,2016-06-21 12:59:09+00:00,muralitoday,#StartupIndia business opportunities in #businessevents such as managing  #tradeshow  #conference will increase #trade  by #goevnts
150,2016-06-21 11:10:05+00:00,SmitaaPar,Foxconn has invested only in 4 #startups in #India since its big bang plans last yearhttp://bit.ly/28Kk8n1 #startupIndia #MakeInIndia @dna
151,2016-06-21 01:07:18+00:00,whatsyourstowry,‘Be Passionate about the Problem’ #interview #Ram Ramdas Founder of #Herald Logic #startup #startupindia #entrepreneur #SalesEnablement
152,2016-06-21 00:56:39+00:00,socialraj84,They made #Startupindia and now left them in the waters for Big Fish to eat them up??? @ng_withINC @gau #FDIJumla
153,2016-06-20 20:59:18+00:00,NinjaGandhi,The #purpose of a established #business or #startup is to #create #customer who creates #customers || #startupindia #customerservice ||
154,2016-06-20 20:37:04+00:00,pulkit_msg,Hope something like #SharkTank could be brought up in India #LoveIt #Motivational #StartUpIndia @ABCSharkTank @ColorsTV
155,2016-06-20 18:14:05+00:00,SunilMalhotra,"For #startupindia, we cannot allow overseas cos to trample over our copyright. It will kill #smb #innovation @amitabhk87 @nsitharaman 2/n"
156,2016-06-20 13:36:14+00:00,CallmeDhir,#gameofthrones sansa should start personality development coaching centre #StartUpIndia
157,2016-06-20 08:48:08+00:00,Smitzeee,How is a company seen? #startups #startupindia #entrepreneurship #entrepreneurs #business #businesswisdom
158,2016-06-20 06:00:21+00:00,InkspellSols,"Time fr digital payments,e-commerce to see an average growth of 72 percent per individual this year !
#DigitalIndia #dodawards #StartupIndia"
159,2016-06-20 05:30:27+00:00,phoenixsikandar,"If you are too scared of failure or risks. Then please stay away from thing so called. ""STARTUP"". ? #StartupIndia"
160,2016-06-20 01:43:56+00:00,rsbthebest,"Our best teacher is life how it changes with time can show us everything! 
#startup #StartUpIndia #gamedev"
161,2016-06-20 01:05:32+00:00,whatsyourstowry,‘Be Passionate about the Problem’ #interview #Ram Ramdas Founder of #Herald Logic #startup #startupindia #entrepreneur #SalesEnablement
162,2016-06-20 00:28:27+00:00,ramayanagames,primry edu. in India to mve frm spoon feeding to Brain Based Learning #vedicmaths might help #StartupIndia #startup  #innovative  #parenting
163,2016-06-19 16:18:58+00:00,Letscontree,"RT startupindia: Secretary, Joint Secretary and Director (DIPP) interacting with Startups at Innov8 Co-working space. #StartupIndia …"
164,2016-06-19 16:18:51+00:00,Letscontree,"RT 91springboard: Discussing challenges faced by startups with Product_Nation &amp; rabhishek1982, secretary in DIPPGOI #startupindia …"
165,2016-06-19 15:20:01+00:00,anshul_dave,"#Fortune favours the brave!
Be #courageous 
#leadership #StartupIndia"
166,2016-06-19 07:09:25+00:00,ManishGulechha,"Winners  never see anything  called last attempt, last opportunity,  last door or last option
#startup #startups #startupindia"
167,2016-06-19 05:21:51+00:00,pankajdesai_19,#startupindia Dont really know how to get loans.Does it really exist or its just on paper
168,2016-06-19 01:06:02+00:00,whatsyourstowry,‘Be Passionate about the Problem’ #interview #Ram Ramdas Founder of #Herald Logic #startup #startupindia #entrepreneur #SalesEnablement
169,2016-06-18 14:32:35+00:00,centpercent,#Indian #startups have very strong potential for #growth #ROI and long term prospects. Pl contact us to #invest in #StartupIndia projects.
